0.000000000000000000e+00,3.928816928552541078e-04
1.000000000000000056e-01,9.577552981924463207e-03
2.000000000000000111e-01,1.741065597839096257e-02
3.000000000000000444e-01,2.421372780864153307e-02
4.000000000000000222e-01,3.379227317529356206e-02
5.000000000000000000e-01,4.017009653334646657e-02
6.000000000000000888e-01,4.871386919238765434e-02
7.000000000000000666e-01,5.831128531877782795e-02
8.000000000000000444e-01,6.583640416295144515e-02
9.000000000000000222e-01,7.518218098819130779e-02
1.000000000000000000e+00,8.450784787098043760e-02
1.100000000000000089e+00,9.062854874179077092e-02
1.200000000000000178e+00,9.934828895270440829e-02
1.300000000000000044e+00,1.079312896889664808e-01
1.400000000000000133e+00,1.174381000367223093e-01
1.500000000000000000e+00,1.250854452547926210e-01
1.600000000000000089e+00,1.340223829112027198e-01
1.700000000000000178e+00,1.421608545827903747e-01
1.800000000000000044e+00,1.509019699087135180e-01
1.900000000000000133e+00,1.581781977513842252e-01
2.000000000000000000e+00,1.647545677605506131e-01
2.100000000000000089e+00,1.762268723521817348e-01
2.200000000000000178e+00,1.841093135840016493e-01
2.300000000000000266e+00,1.914476069253532309e-01
2.400000000000000355e+00,2.005746787291624866e-01
2.500000000000000000e+00,2.098264878553682822e-01
2.600000000000000089e+00,2.163677239728939994e-01
2.700000000000000178e+00,2.259250445684164998e-01
2.800000000000000266e+00,2.343080975619460382e-01
2.900000000000000355e+00,2.416331748687796099e-01
3.000000000000000000e+00,2.486405333981659693e-01
3.100000000000000089e+00,2.584600917661435404e-01
3.200000000000000178e+00,2.654334772307709311e-01
3.300000000000000266e+00,2.736214120852033527e-01
3.400000000000000355e+00,2.834680385943721403e-01
3.500000000000000000e+00,2.906825432466988435e-01
3.600000000000000089e+00,3.005333977657447253e-01
3.700000000000000178e+00,3.084335517259622628e-01
3.800000000000000266e+00,3.166545671980051657e-01
3.900000000000000355e+00,3.258406574329970606e-01
4.000000000000000000e+00,3.336864985501402647e-01
4.100000000000000533e+00,3.425261166514660949e-01
4.200000000000000178e+00,3.489950886422523713e-01
4.299999999999999822e+00,3.584109348665968087e-01
4.400000000000000355e+00,3.668486688201219037e-01
4.500000000000000000e+00,3.755022121840356775e-01
4.600000000000000533e+00,3.829170852915778633e-01
4.700000000000000178e+00,3.906093701513782546e-01
4.800000000000000711e+00,4.004223984821502769e-01
4.900000000000000355e+00,4.082506438005632510e-01
5.000000000000000000e+00,4.155238547064172838e-01
5.100000000000000533e+00,4.250663148480495201e-01
5.200000000000000178e+00,4.347291136913391529e-01
5.300000000000000711e+00,4.419552451570448182e-01
5.400000000000000355e+00,4.494189984329618470e-01
5.500000000000000000e+00,4.567892139716929756e-01
5.600000000000000533e+00,4.677083145540906206e-01
5.700000000000000178e+00,4.751012603224004649e-01
5.800000000000000711e+00,4.833771114637283040e-01
5.900000000000000355e+00,4.921602012062765708e-01
6.000000000000000000e+00,5.018210570036083507e-01
6.100000000000000533e+00,5.099132130884626024e-01
6.200000000000000178e+00,5.175437026269781304e-01
6.300000000000000711e+00,5.237598773826247500e-01
6.400000000000000355e+00,5.327609127767739539e-01
6.500000000000000000e+00,5.426976789432037540e-01
6.600000000000000533e+00,5.504337924967795947e-01
6.700000000000000178e+00,5.577691573212434362e-01
6.800000000000000711e+00,5.669507311138658467e-01
6.900000000000000355e+00,5.753461445848665479e-01
7.000000000000000000e+00,5.840059430545504471e-01
7.100000000000000533e+00,5.932657641016335637e-01
7.200000000000000178e+00,5.993765681863975070e-01
7.300000000000000711e+00,6.086033631544712774e-01
7.400000000000000355e+00,6.158980458901881505e-01
7.500000000000000000e+00,6.223743466845897965e-01
7.600000000000000533e+00,6.337836211142984233e-01
7.700000000000000178e+00,6.410493099705916187e-01
7.800000000000000711e+00,6.504339993540377840e-01
7.900000000000000355e+00,6.585253478113446413e-01
8.000000000000000000e+00,6.659665698345639262e-01
8.099999999999999645e+00,6.743445214964691736e-01
8.200000000000001066e+00,6.819715740131702120e-01
8.300000000000000711e+00,6.927082416156808975e-01
8.400000000000000355e+00,7.003471160050231958e-01
8.500000000000000000e+00,7.087232007051101901e-01
8.599999999999999645e+00,7.171417220842091211e-01
8.700000000000001066e+00,7.252174064566452305e-01
8.800000000000000711e+00,7.331216764993586654e-01
8.900000000000000355e+00,7.420432708604950411e-01
9.000000000000000000e+00,7.496008784541641212e-01
9.099999999999999645e+00,7.580407702888455335e-01
9.200000000000001066e+00,7.643599821400997030e-01
9.300000000000000711e+00,7.750134956329350899e-01
9.400000000000000355e+00,7.843101511300258899e-01
9.500000000000000000e+00,7.917731417005843264e-01
9.600000000000001421e+00,7.999961343108350498e-01
9.700000000000001066e+00,8.077308046792682772e-01
9.800000000000000711e+00,8.178075899914368785e-01
9.900000000000000355e+00,8.235423943699357041e-01
1.000000000000000000e+01,8.321575880719697116e-01
1.010000000000000142e+01,8.416583755173306924e-01
1.020000000000000107e+01,8.495476202619843820e-01
1.030000000000000071e+01,8.579788050149740330e-01
1.040000000000000036e+01,8.675716962235917595e-01
1.050000000000000000e+01,8.778179516759643253e-01
1.060000000000000142e+01,8.841438420152488709e-01
1.070000000000000107e+01,8.925800506415580982e-01
1.080000000000000071e+01,8.988846662793742448e-01
1.090000000000000036e+01,9.088403155220834417e-01
1.100000000000000000e+01,9.156557914375502705e-01
1.110000000000000142e+01,9.259627327127971652e-01
1.120000000000000107e+01,9.346621605041209868e-01
1.130000000000000071e+01,9.422150011480500131e-01
1.140000000000000036e+01,9.497498742761872892e-01
1.150000000000000000e+01,9.589755922883912431e-01
1.160000000000000142e+01,9.656825368564767587e-01
1.170000000000000107e+01,9.757491171867584967e-01
1.180000000000000071e+01,9.843680957697632516e-01
1.190000000000000036e+01,9.915342262594570855e-01
1.200000000000000000e+01,9.997613179885236345e-01
1.210000000000000142e+01,1.007716195112759117e+00
1.220000000000000107e+01,1.017100820698775276e+00
1.230000000000000071e+01,1.023329366702089072e+00
1.240000000000000036e+01,1.034442223610464007e+00
1.250000000000000000e+01,1.041061645836610206e+00
1.260000000000000142e+01,1.049748142814673102e+00
1.270000000000000107e+01,1.058044073920648476e+00
1.280000000000000071e+01,1.066660953375005993e+00
1.290000000000000036e+01,1.076096713432596053e+00
1.300000000000000000e+01,1.083472901445670988e+00
1.310000000000000142e+01,1.091743336749483984e+00
1.320000000000000107e+01,1.101054574215666548e+00
1.330000000000000071e+01,1.106725923600829553e+00
1.340000000000000036e+01,1.116638453983924473e+00
1.350000000000000000e+01,1.125260913139856322e+00
1.360000000000000142e+01,1.132252545835485957e+00
1.370000000000000107e+01,1.140253516275868684e+00
1.380000000000000071e+01,1.148925003307891934e+00
1.390000000000000036e+01,1.157875308393415015e+00
1.400000000000000000e+01,1.167369484593376416e+00
1.410000000000000142e+01,1.175522479245405316e+00
1.420000000000000107e+01,1.184760247356962948e+00
1.430000000000000071e+01,1.191979209884401980e+00
1.440000000000000036e+01,1.200316627906586442e+00
1.450000000000000000e+01,1.207610105646621301e+00
1.460000000000000142e+01,1.215363856506061824e+00
1.470000000000000107e+01,1.225000492420511788e+00
1.480000000000000071e+01,1.232893782407725292e+00
1.490000000000000036e+01,1.241689642695475992e+00
1.500000000000000000e+01,1.249890007129745406e+00
1.510000000000000142e+01,1.257743071253273337e+00
1.520000000000000107e+01,1.265640365477186169e+00
1.530000000000000071e+01,1.274588923004489782e+00
1.540000000000000036e+01,1.281706164890237254e+00
1.550000000000000000e+01,1.292083209237197661e+00
1.560000000000000142e+01,1.300730032962164495e+00
1.570000000000000107e+01,1.308542800039002696e+00
1.580000000000000071e+01,1.314898947947400698e+00
1.590000000000000036e+01,1.325239969011839714e+00
1.600000000000000000e+01,1.332224277699729731e+00
1.610000000000000142e+01,1.341501594122834984e+00
1.619999999999999929e+01,1.350594792624833174e+00
1.630000000000000071e+01,1.357987313528032924e+00
1.640000000000000213e+01,1.368637857689568360e+00
1.650000000000000000e+01,1.376029001477256930e+00
1.660000000000000142e+01,1.382937840565184651e+00
1.669999999999999929e+01,1.392226827699103220e+00
1.680000000000000071e+01,1.399976778944178157e+00
1.690000000000000213e+01,1.409269606781525130e+00
1.700000000000000000e+01,1.413614155694423502e+00
1.710000000000000142e+01,1.424863536470750258e+00
1.719999999999999929e+01,1.432981735714753624e+00
1.730000000000000071e+01,1.442733354016666913e+00
